Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
10.201015,,Insert,42362343,0,A,100,83500,G,
10.201121,,Cancel,42362343,,,-100,,,
10.202259,,Insert,42362367,0,B,100,83400,G,
10.202799,,Cancel,42359187,,,-100,,,
10.203676,,Insert,42362479,0,A,800,83500,G,
10.203704,,Insert,42362491,0,B,100,83400,G,
10.204815,,Insert,42362607,0,B,300,82600,G,
10.205251,,Insert,42362631,0,A,800,83500,G,
10.205907,,Insert,42362663,0,B,300,82600,G,
10.206718,,Cancel,42362367,,,-100,,,
10.206738,,Cancel,42348391,,,-100,,,
10.208633,,Insert,42362719,0,A,800,83500,G,
10.214643,,Cancel,42362479,,,-800,,,
10.218205,,Cancel,42362719,,,-800,,,
10.220814,,Cancel,42355179,,,-300,,,
10.231445,,Insert,42363311,0,B,800,83300,G,
10.246805,,Insert,42363527,0,A,100,85000,G,
10.265423,,Insert,1376981,0,A,7,83400,F,
10.265451,,Cancel,42362491,,,-93,,,
10.265478,,Insert,42364695,0,A,100,83500,G,
10.265776,,Cancel,42362607,,,-300,,,
10.265826,,Insert,42364711,0,A,300,84800,G,
10.265918,,Insert,42364715,0,A,100,83500,G,
10.265931,,Insert,42364719,0,A,11,83500,G,
10.265949,,Insert,42364723,0,A,100,83400,G,
10.265959,,Cancel,42364695,,,-100,,,
10.265959,,Insert,42364727,0,A,100,83400,G,
10.26596,,Insert,42364731,0,B,100,83000,G,
10.265978,,Cancel,42346947,,,-100,,,
10.265982,,Insert,42364739,0,A,300,83600,G,
10.265986,,Cancel,42334903,,,-100,,,
10.265986,,Cancel,42334899,,,-100,,,
10.265987,,Cancel,42364727,,,-100,,,
10.265991,,Cancel,42334943,,,-100,,,
10.265996,,Cancel,42341503,,,-300,,,
10.266006,,Insert,42364743,0,A,100,83500,G,
10.266017,,Cancel,42364723,,,-100,,,
10.266083,,Insert,42364751,0,A,100,84400,G,
10.266086,,Insert,42364755,0,A,100,84400,G,
10.266086,,Insert,42364759,0,A,100,83400,G,
10.26611,,Cancel,42364755,,,-100,,,
10.266113,,Cancel,42364719,,,-11,,,
10.266148,,Cancel,42364759,,,-100,,,
10.266159,,Cancel,42364751,,,-100,,,
10.266202,,Insert,42364787,0,A,100,84400,G,
10.266305,,Insert,42364791,0,B,100,83300,G,
10.266321,,Cancel,42364715,,,-100,,,
10.266415,,Insert,42364807,0,B,100,83300,G,
10.266592,,Cancel,42362663,,,-300,,,
10.269905,,Cancel,42364791,,,-100,,,
10.269932,,Insert,42364911,0,B,200,83400,G,
10.269961,,Insert,42364915,0,B,100,83400,G,
10.27074,,Cancel,42363311,,,-800,,,
10.270895,,Cancel,42364911,,,-200,,,
10.271035,,Cancel,42356027,,,-100,,,
10.27293,,Insert,42365087,0,B,300,82600,G,
10.273759,,Insert,42365091,0,A,800,83500,G,
10.273759,,Insert,42365095,0,A,800,83500,G,
10.273777,,Cancel,42363527,,,-100,,,
10.273782,,Insert,42365099,0,A,100,84900,G,
10.28628,,Insert,1377001,0,A,18,83400,F,
10.286307,,Cancel,42364915,,,-82,,,
10.294117,,Cancel,42365091,,,-800,,,
10.294141,,Cancel,42365099,,,-100,,,
10.294321,,Insert,42366071,0,A,800,83500,G,
10.306801,,Insert,42366323,0,B,100,81900,G,
10.306827,,Insert,42366327,0,B,100,46400,G,
10.306828,,Insert,42366331,0,B,100,46400,G,
10.336803,,Insert,42367011,0,A,100,85000,G,
10.349218,,Cancel,42367011,,,-100,,,
10.349224,,Insert,42367371,0,A,100,84900,G,
10.351889,,Cancel,42364731,,,-100,,,
10.356933,,Cancel,42366323,,,-100,,,
10.38204,,Insert,42368483,0,B,100,81900,G,
10.411647,,Cancel,42366071,,,-800,,,
10.411705,,Cancel,42367371,,,-100,,,
10.411758,,Insert,42369007,0,B,100,83000,G,
10.416849,,Insert,42369179,0,B,300,82600,G,
10.427485,,Insert,42369691,0,A,800,83500,G,
10.428228,,Cancel,42368483,,,-100,,,
10.436619,,Cancel,42369007,,,-100,,,
10.442399,,Insert,42370115,0,A,100,85000,G,
10.450275,,Cancel,42369691,,,-800,,,
10.450288,,Cancel,42365095,,,-800,,,
10.450295,,Cancel,42362631,,,-800,,,
10.450303,,Insert,42370219,0,B,200,83400,G,
10.450303,,Insert,42370223,0,B,100,83400,G,
10.450349,,Cancel,42370219,,,-200,,,
10.450364,,Insert,42370259,0,A,100,83500,G,
10.450373,,Cancel,42370223,,,-100,,,
10.450395,,Cancel,42364743,,,-100,,,
10.450395,,Cancel,42370259,,,-100,,,
10.450405,,Cancel,42344119,,,-100,,,
10.450405,,Insert,42370283,0,B,100,83000,G,
10.450438,,Insert,42370299,0,B,100,83400,G,
10.450474,,Cancel,42370115,,,-100,,,
10.450474,,Insert,42370319,0,A,100,83500,G,
10.450507,,Cancel,42193475,,,-800,,,
10.45055,,Insert,42370335,0,B,100,83300,G,
10.450705,,Insert,42370371,0,B,100,81800,G,
10.45085,,Cancel,42370319,,,-100,,,
10.450877,,Insert,42370435,0,B,100,83400,G,
10.45089,,Insert,42370447,0,B,100,83400,G,
10.451086,,Insert,42370475,0,B,100,81900,G,
10.451094,,Cancel,42370371,,,-100,,,
10.451194,,Insert,42370527,0,B,800,83300,G,
10.45146,,Cancel,42370435,,,-100,,,
10.451492,,Insert,42370627,0,A,100,83500,G,
10.451746,,Insert,42370755,0,A,100,83500,G,
10.45213,,Cancel,42370755,,,-100,,,
10.453034,,Cancel,42370627,,,-100,,,
10.453037,,Cancel,42347971,,,-400,,,
10.453048,,Cancel,42346943,,,-100,,,
10.453048,,Cancel,42364739,,,-300,,,
10.453077,,Insert,42371131,0,A,100,83600,G,
10.453085,,Insert,42371135,0,A,100,83600,G,
10.45311,,Insert,42371143,0,A,100,84500,G,
10.453114,,Insert,42371147,0,A,100,84500,G,
10.453305,,Cancel,42371135,,,-100,,,
10.453468,,Insert,42371223,0,B,100,83400,G,
10.453566,,Insert,42371251,0,A,100,83600,G,
10.453751,,Insert,42371283,0,B,1000,82000,G,
10.453831,,Cancel,42371251,,,-100,,,
10.45393,,Cancel,42370527,,,-800,,,
10.454086,,Insert,42371371,0,A,100,83600,G,
10.454596,,Cancel,42370447,,,-100,,,
10.455421,,Insert,42371487,0,B,100,83400,G,
10.458741,,Insert,42371663,0,A,800,83800,G,
10.46116,,Insert,42371739,0,B,800,83300,G,
10.479345,,Insert,42372175,0,A,800,83600,G,
10.479407,,Insert,42372183,0,A,100,85000,G,
10.494419,,Cancel,42370335,,,-100,,,
10.527472,,Cancel,7047805,,,-1000,,,
10.527472,,Cancel,7047806,,,-1000,,,
10.527472,,Insert,7047807,1,A,1000,84000,G,
10.527472,,Insert,7047808,1,B,1000,83000,G,
10.530305,,Cancel,42364711,,,-300,,,
10.531139,,Cancel,42369179,,,-300,,,
10.531872,,Insert,42373455,0,A,300,84800,G,
10.531897,,Cancel,42371487,,,-100,,,
10.531925,,Insert,42373483,0,A,200,83500,G,
10.531951,,Cancel,42371147,,,-100,,,
10.531954,,Insert,42373495,0,A,300,84000,G,
10.531979,,Cancel,42371143,,,-100,,,
10.532071,,Cancel,42365087,,,-300,,,
10.532291,,Cancel,42371223,,,-100,,,
10.532497,,Cancel,42371283,,,-1000,,,
10.540155,,Cancel,42370299,,,-100,,,
10.540412,,Cancel,42371739,,,-800,,,
10.540456,,Insert,42373879,0,B,100,83300,G,
10.54119,,Insert,42373951,0,B,800,83300,G,
10.541195,,Insert,42373955,0,B,100,83400,G,
10.548122,,Cancel,42373951,,,-800,,,
10.54823,,Cancel,42373879,,,-100,,,
10.553211,,Cancel,42370283,,,-100,,,
10.553238,,Cancel,42336395,,,-100,,,
10.553239,,Insert,42374403,0,A,400,83600,G,
10.554399,,Cancel,42373955,,,-100,,,
10.554657,,Insert,42374543,0,B,100,83300,G,
10.554885,,Insert,42374595,0,A,100,83500,G,
10.560829,,Insert,42374799,0,B,100,83400,G,
10.561656,,Cancel,42374799,,,-100,,,
10.562584,,Cancel,42374543,,,-100,,,
10.562585,,Insert,42374879,0,B,100,83400,G,
10.563695,,Cancel,42374879,,,-100,,,
10.563725,,Insert,42374955,0,B,100,83300,G,
10.563856,,Insert,42374963,0,B,100,83400,G,
10.56509,,Cancel,42374963,,,-100,,,
10.566095,,Insert,42375095,0,B,100,83400,G,
10.571908,,Insert,42375307,0,B,800,83300,G,
10.571918,,Insert,42375311,0,A,100,83500,G,
10.571956,,Cancel,42375311,,,-100,,,
10.578231,,Cancel,42372183,,,-100,,,
10.579334,,Cancel,42375095,,,-100,,,
10.579736,,Cancel,42375307,,,-800,,,
10.579915,,Insert,42375807,0,B,100,83000,G,
10.593017,,Cancel,42375807,,,-100,,,
10.598142,,Insert,42376371,0,A,100,83500,G,
10.60459,,Insert,42376479,0,A,100,85100,G,
10.607704,,Insert,42376811,0,A,800,83500,G,
10.607912,,Cancel,42374955,,,-100,,,
10.608005,,Insert,42376819,0,B,100,83300,G,
10.616588,,Insert,42377135,0,B,100,83000,G,
10.626063,,Insert,42377507,0,B,100,83400,G,
10.626078,,Cancel,42376371,,,-100,,,
10.629705,,Cancel,42377507,,,-100,,,
10.634143,,Cancel,42376811,,,-800,,,
10.634145,,Insert,42379023,0,B,800,83300,G,
10.634147,,Insert,42379031,0,B,100,83400,G,
10.635115,,Insert,42379407,0,B,300,82600,G,
10.640183,,Cancel,42379023,,,-800,,,
10.640631,,Cancel,42379031,,,-100,,,
10.640695,,Insert,42380055,0,A,800,83500,G,
10.640697,,Insert,42380059,0,A,800,83500,G,
10.640917,,Cancel,42380059,,,-800,,,
10.640917,,Cancel,42380055,,,-800,,,
10.640928,,Cancel,42376479,,,-100,,,
10.640946,,Insert,42380067,0,B,100,83400,G,
10.640964,,Insert,42380071,0,A,100,83500,G,
10.641125,,Insert,42380083,0,A,800,83500,G,
10.641128,,Insert,42380087,0,A,800,83500,G,
10.64113,,Cancel,42380067,,,-100,,,
10.641137,,Cancel,42380071,,,-100,,,
10.641261,,Insert,42380103,0,B,100,83400,G,
10.641312,,Cancel,42380103,,,-100,,,
10.641442,,Cancel,42380087,,,-800,,,
10.641444,,Cancel,42380083,,,-800,,,
10.641456,,Insert,42380127,0,B,100,83400,G,
10.641506,,Insert,42380131,0,B,800,83300,G,
10.64457,,Cancel,42380127,,,-100,,,
10.644598,,Insert,42380299,0,A,800,83500,G,
10.648674,,Cancel,42380131,,,-800,,,
10.648817,,Insert,42380431,0,B,100,83400,G,
10.648901,,Insert,42380435,0,B,800,83300,G,
10.651796,,Cancel,42374403,,,-400,,,
10.651891,,Cancel,42380299,,,-800,,,
10.652077,,Cancel,42370475,,,-100,,,
10.652083,,Insert,42380539,0,B,100,82000,G,
10.652285,,Insert,42380543,0,B,1000,82000,G,
10.668492,,Cancel,42380539,,,-100,,,
10.668741,,Cancel,42380543,,,-1000,,,
10.670129,,Cancel,42380431,,,-100,,,
10.670245,,Cancel,42379407,,,-300,,,
10.678207,,Insert,42381355,0,A,800,83500,G,
10.678222,,Insert,42381359,0,A,100,83500,G,
10.678252,,Insert,42381363,0,A,100,85100,G,
10.678282,,Cancel,42381359,,,-100,,,
10.6807,,Cancel,42380435,,,-800,,,
10.690468,,Cancel,42377135,,,-100,,,
10.693167,,Cancel,42376819,,,-100,,,
10.695603,,Insert,42381759,0,B,100,83300,G,
10.696802,,Insert,42381783,0,B,100,81900,G,
10.704979,,Cancel,42381759,,,-100,,,
10.710211,,Insert,42382107,0,B,100,83300,G,
10.730746,,Insert,42382663,0,B,100,83400,G,
10.732155,,Insert,42382723,0,B,300,82600,G,
10.737662,,Cancel,42382663,,,-100,,,
10.73991,,Insert,42383131,0,B,100,83400,G,
10.741598,,Insert,42383187,0,B,800,83300,G,
10.745625,,Cancel,42383187,,,-800,,,
10.745693,,Cancel,42381355,,,-800,,,
10.752902,,Insert,42383515,0,B,800,83300,G,
10.757261,,Insert,42383627,0,A,400,83600,G,
10.766645,,Insert,42384099,0,B,100,83400,G,
10.773388,,Cancel,42383627,,,-400,,,
10.773413,,Cancel,42384099,,,-100,,,
10.787742,,Cancel,42383515,,,-800,,,
10.799446,,Cancel,7047807,,,-1000,,,
10.799446,,Cancel,7047808,,,-1000,,,
10.799446,,Insert,7047809,1,A,1000,84000,G,
10.799446,,Insert,7047810,1,B,1000,82900,G,
10.807515,,Cancel,42381363,,,-100,,,
10.807624,,Insert,42386155,0,B,800,83300,G,
10.817124,,Cancel,42382723,,,-300,,,
10.817703,,Cancel,42386155,,,-800,,,
10.817796,,Cancel,42383131,,,-100,,,
10.824875,,Insert,42387175,0,A,800,83500,G,
10.824901,,Cancel,42382107,,,-100,,,
10.825326,,Insert,42387187,0,B,100,83300,G,
10.82611,,Insert,42387239,0,A,800,83500,G,
10.826174,,Cancel,42364807,,,-100,,,
10.846804,,Insert,42387759,0,A,100,85000,G,
10.850705,,Insert,42387803,0,A,100,83400,G,
10.850735,,Cancel,42387175,,,-800,,,
10.85074,,Cancel,42364787,,,-100,,,
10.85074,,Cancel,42387239,,,-800,,,
10.85074,,Insert,42387811,0,A,300,83600,G,
10.850752,,Cancel,42373495,,,-300,,,
10.854792,,Insert,42387943,0,A,800,83500,G,
10.858967,,Cancel,42381783,,,-100,,,
10.858969,,Cancel,42345771,,,-400,,,
10.858969,,Insert,42388043,0,B,400,83000,G,
10.861586,,Insert,42388119,0,A,100,83400,G,
10.861612,,Cancel,42387187,,,-100,,,
10.88027,,Insert,42389319,0,B,100,81800,G,
10.883763,,Cancel,42388043,,,-400,,,
10.924333,,Cancel,42388119,,,-100,,,
10.92434,,Cancel,42387759,,,-100,,,
10.942604,,Insert,5004732,1,A,49,83500,G,
10.94534,,Insert,42392075,0,A,100,85000,G,
10.961165,,Insert,42392811,0,B,400,83100,G,
10.961181,,Insert,42392815,0,A,400,83600,G,
10.961194,,Insert,42392823,0,B,100,83300,G,
10.975931,,Insert,42393259,0,A,100,83400,G,
10.975948,,Cancel,42392811,,,-400,,,
10.975948,,Insert,42393263,0,B,400,83000,G,
10.975958,,Cancel,42392823,,,-100,,,
10.976091,,Insert,42393271,0,A,100,83400,G,
10.979258,,Insert,42393331,0,A,300,84700,G,
10.987633,,Insert,5004733,1,A,47,83400,G,
11.00388,,Cancel,42393271,,,-100,,,
11.00395,,Insert,42394215,0,A,300,84700,G,
11.006313,,Insert,42394447,0,A,100,83400,G,
11.006983,,Cancel,42333311,,,-100,,,
11.009948,,Cancel,42338639,,,-300,,,
11.01512,,Cancel,42333463,,,-100,,,
11.016983,,Insert,42395155,0,A,800,83400,G,
11.017326,,Cancel,42392815,,,-400,,,
11.023155,,Insert,42395355,0,A,800,83400,G,
11.0568,,Cancel,42392075,,,-100,,,
11.056815,,Insert,42396131,0,A,100,84900,G,
11.09277,,Cancel,42332919,,,-800,,,
11.092962,,Cancel,42333411,,,-300,,,
11.092965,,Cancel,42389319,,,-100,,,
11.093227,,Insert,42396803,0,A,139,83400,G,
11.093229,,Insert,42396811,0,A,300,83400,G,
11.093231,,Cancel,42330211,,,-300,,,
11.093233,,Insert,42396815,0,A,19,83400,G,
11.093236,,Insert,42396819,0,A,200,83300,G,
11.093245,,Cancel,42328039,,,-100,,,
11.093253,,Insert,42396839,0,A,100,83300,G,
11.09327,,Cancel,42395155,,,-800,,,
11.093272,,Cancel,42395355,,,-800,,,
11.093272,,Cancel,42328019,,,-100,,,
11.093277,,Cancel,42330663,,,-100,,,
11.093277,,Cancel,42387803,,,-100,,,
11.093329,,Insert,42396863,0,B,100,83200,G,
11.093334,,Cancel,42328023,,,-100,,,
11.093386,,Cancel,42396839,,,-100,,,
11.093529,,Cancel,42338395,,,-300,,,
11.093586,,Insert,42396915,0,A,100,83300,G,
11.098236,,Cancel,7047809,,,-1000,,,
11.098236,,Cancel,7047810,,,-1000,,,
11.098236,,Insert,7047811,1,A,1000,83800,G,
11.098236,,Insert,7047812,1,B,1000,82700,G,
11.101458,,Cancel,42393263,,,-400,,,
11.101458,,Insert,42397267,0,B,400,82900,G,
11.101459,,Cancel,42327951,,,-800,,,
11.104171,,Insert,42397375,0,B,800,83100,G,
11.104378,,Cancel,42396803,,,-139,,,
11.114066,,Insert,42397659,0,B,100,81700,G,
11.121345,,Cancel,42349419,,,-300,,,
11.121345,,Insert,42397915,0,A,300,84600,G,
11.121409,,Cancel,42326215,,,-100,,,
11.121975,,Cancel,42349387,,,-300,,,
11.121975,,Insert,42397939,0,A,300,84600,G,
11.122,,Cancel,42396863,,,-100,,,
11.122029,,Cancel,42328035,,,-200,,,
11.122446,,Insert,42397967,0,B,100,83100,G,
11.123229,,Cancel,42396815,,,-19,,,
11.130851,,Cancel,42397375,,,-800,,,
11.130854,,Cancel,42321667,,,-800,,,
11.130954,,Cancel,42396811,,,-300,,,
11.131058,,Cancel,42397967,,,-100,,,
11.131092,,Insert,42398291,0,A,800,83300,G,
11.131094,,Insert,42398295,0,A,800,83300,G,
11.131357,,Insert,42398303,0,B,100,83200,G,
11.131389,,Insert,42398307,0,B,300,82700,G,
11.131421,,Cancel,42398295,,,-800,,,
11.131422,,Cancel,42398291,,,-800,,,
11.154264,,Insert,42398983,0,B,100,83200,G,
11.159132,,Insert,42399091,0,B,800,83000,G,
11.159751,,Cancel,42396131,,,-100,,,
11.159757,,Insert,42399107,0,B,800,83100,G,
11.161251,,Insert,42399147,0,A,400,83500,G,
11.183154,,Insert,42399603,0,B,200,83100,G,
11.183156,,Insert,42399607,0,B,200,83200,G,
11.190796,,Cancel,42397939,,,-300,,,
11.190886,,Cancel,42397915,,,-300,,,
11.20473,,Cancel,42397267,,,-400,,,
11.20473,,Insert,42399999,0,B,400,83000,G,
11.206803,,Insert,42400047,0,A,100,84900,G,
11.213656,,Cancel,42399999,,,-400,,,
11.213656,,Insert,42400731,0,B,400,82900,G,
11.213659,,Cancel,42399107,,,-800,,,
11.219206,,Insert,42401435,0,A,800,83300,G,
11.219983,,Cancel,42399607,,,-200,,,
11.219989,,Insert,42401467,0,B,200,83000,G,
11.232114,,Cancel,42401435,,,-800,,,
11.232116,,Insert,42401887,0,B,800,83100,G,
11.232138,,Cancel,42366327,,,-100,,,
11.232139,,Cancel,42366331,,,-100,,,
11.233088,,Insert,42401899,0,B,200,83200,G,
11.307434,,Insert,42403611,0,A,300,84600,G,
11.308881,,Cancel,42396819,,,-200,,,
11.309136,,Cancel,42403611,,,-300,,,
11.316585,,Insert,42403791,0,B,800,83200,G,
11.31665,,Cancel,42396915,,,-100,,,
11.316684,,Insert,42403799,0,A,100,84300,G,
11.316691,,Insert,42403807,0,A,100,83400,G,
11.316824,,Insert,42403823,0,B,100,83200,G,
11.316833,,Cancel,42403807,,,-100,,,
11.319523,,Insert,42403943,0,A,100,83400,G,
11.319552,,Cancel,42403823,,,-100,,,
11.319584,,Insert,42403947,0,A,100,83400,G,
11.320314,,Cancel,42397659,,,-100,,,
11.320319,,Insert,42403971,0,B,100,81800,G,
11.324652,,Cancel,42400731,,,-400,,,
11.389465,,Insert,42405223,0,B,1,67000,G,
11.40343,,Cancel,7047811,,,-1000,,,
11.40343,,Cancel,7047812,,,-1000,,,
11.40343,,Insert,7047813,1,A,1000,83800,G,
11.40343,,Insert,7047814,1,B,1000,82800,G,
11.405255,,Cancel,42403943,,,-100,,,
11.405282,,Insert,42405995,0,B,400,83000,G,
11.405428,,Insert,42406003,0,A,100,83400,G,
11.446795,,Cancel,42400047,,,-100,,,
11.446904,,Cancel,42406003,,,-100,,,
11.446971,,Insert,42407223,0,B,100,83200,G,
11.449118,,Insert,42407335,0,B,100,83300,G,
11.449151,,Insert,42407339,0,B,300,83100,G,
11.449163,,Cancel,42398307,,,-300,,,
11.449704,,Cancel,42401467,,,-200,,,
11.449709,,Insert,42407379,0,B,200,83300,G,
11.450631,,Cancel,42407335,,,-100,,,
11.450819,,Insert,42407527,0,A,800,83400,G,
11.450819,,Cancel,42403791,,,-800,,,
11.450819,,Insert,42407531,0,A,800,83400,G,
11.450848,,Cancel,42403971,,,-100,,,
11.454884,,Cancel,42407379,,,-200,,,
11.454906,,Cancel,42407223,,,-100,,,
11.457156,,Insert,42407819,0,B,800,83200,G,
11.457309,,Cancel,42407531,,,-800,,,
11.457523,,Cancel,42399147,,,-400,,,
11.457589,,Cancel,42407527,,,-800,,,
11.465217,,Insert,5004734,1,A,43,83900,G,
11.469137,,Insert,42408955,0,B,200,83300,G,
11.469982,,Insert,42409015,0,B,200,83300,G,
11.475482,,Insert,42409663,0,A,800,83400,G,
11.475504,,Insert,42409667,0,B,100,81800,G,
11.475512,,Cancel,42408955,,,-200,,,
11.475613,,Insert,42409671,0,A,100,84900,G,
11.475708,,Insert,42409679,0,A,800,83400,G,
11.475861,,Cancel,42409667,,,-100,,,
11.475867,,Cancel,42407819,,,-800,,,
11.476138,,Cancel,42398983,,,-100,,,
11.476214,,Insert,42409799,0,A,100,83400,G,
11.476271,,Cancel,42409799,,,-100,,,
11.476493,,Insert,42409843,0,A,100,83400,G,
11.476508,,Insert,42409851,0,A,21,83400,G,
11.476535,,Insert,1377981,0,A,100,83300,F,
11.476551,,Cancel,42409843,,,-100,,,
11.476588,,Insert,1377982,0,A,2,83300,F,
11.476689,,Cancel,42409015,,,-98,,,
11.476704,,Insert,42409879,0,A,100,83400,G,
11.476718,,Insert,42409883,0,B,100,83200,G,
11.476719,,Insert,42409887,0,A,100,83400,G,
11.476804,,Cancel,42409887,,,-100,,,
11.476804,,Insert,42409899,0,A,100,83300,G,
11.476834,,Insert,42409915,0,A,300,83800,G,
11.476835,,Cancel,42409663,,,-800,,,
11.476837,,Cancel,42409679,,,-800,,,
11.476839,,Cancel,42409879,,,-100,,,
11.47686,,Cancel,42403799,,,-100,,,
11.476872,,Insert,42409923,0,A,100,83300,G,
11.477009,,Insert,42409939,0,B,100,83200,G,
11.477281,,Cancel,42409939,,,-100,,,
11.479887,,Cancel,42401899,,,-200,,,
11.479888,,Cancel,42399603,,,-200,,,
11.480523,,Cancel,42409851,,,-21,,,
11.482229,,Insert,42410319,0,A,100,83300,G,
11.48235,,Cancel,42410319,,,-100,,,
11.482622,,Insert,42410395,0,B,800,83200,G,
11.482629,,Cancel,42409899,,,-100,,,
11.482882,,Insert,42410419,0,B,100,83200,G,
11.484734,,Cancel,42410419,,,-100,,,
11.484891,,Cancel,42410395,,,-800,,,
11.505584,,Insert,42411967,0,B,100,81700,G,
11.518365,,Cancel,42398303,,,-100,,,
11.518372,,Insert,42412539,0,A,100,83300,G,
11.518399,,Insert,42412543,0,A,100,83300,G,
11.518431,,Cancel,42409883,,,-100,,,
11.526505,,Cancel,42405995,,,-400,,,
11.526505,,Insert,42412943,0,B,400,82900,G,
11.526509,,Cancel,42407339,,,-300,,,
11.526809,,Insert,42412959,0,B,100,83100,G,
11.526849,,Cancel,42401887,,,-800,,,
11.526876,,Insert,42412967,0,A,800,83300,G,
11.527279,,Insert,42413043,0,A,800,83400,G,
11.527375,,Insert,42413059,0,A,800,83300,G,
11.527409,,Insert,42413063,0,A,400,83400,G,
11.532073,,Cancel,42412959,,,-100,,,
11.5384,,Insert,42413379,0,B,100,82800,G,
11.541826,,Insert,42413475,0,A,800,83300,G,
11.552686,,Insert,42413691,0,B,100,83100,G,
11.553151,,Cancel,42412967,,,-800,,,
11.553151,,Cancel,42413063,,,-400,,,
11.553151,,Cancel,42413475,,,-800,,,
11.553207,,Cancel,42409671,,,-100,,,
11.553212,,Insert,42413719,0,B,800,83100,G,
11.553665,,Insert,42413739,0,B,100,83200,G,
11.553692,,Insert,42413747,0,B,100,83200,G,
11.553695,,Insert,42413751,0,B,300,82700,G,
11.561803,,Cancel,42412543,,,-100,,,
11.573409,,Cancel,42413059,,,-800,,,
11.596804,,Insert,42414839,0,A,100,84900,G,
11.623082,,Cancel,42413691,,,-100,,,
11.631018,,Cancel,42412943,,,-400,,,
11.631018,,Insert,42415739,0,B,400,83000,G,
11.656802,,Cancel,42414839,,,-100,,,
11.656805,,Insert,42416487,0,A,100,84800,G,
11.661741,,Cancel,42412539,,,-100,,,
11.661753,,Cancel,42416487,,,-100,,,
11.66202,,Insert,42416655,0,B,800,83200,G,
11.662133,,Cancel,42411967,,,-100,,,
11.662533,,Cancel,42416655,,,-800,,,
11.66256,,Insert,42416691,0,A,100,83300,G,
11.662687,,Cancel,42416691,,,-100,,,
11.662966,,Insert,42416731,0,A,400,83500,G,
11.683957,,Insert,42417327,0,B,100,81700,G,
11.683959,,Insert,42417331,0,A,100,84800,G,
11.684085,,Insert,42417343,0,A,100,83300,G,
11.684251,,Cancel,42415739,,,-400,,,
11.684251,,Insert,42417355,0,B,400,82900,G,
11.68429,,Cancel,42413719,,,-800,,,
11.695424,,Insert,42417671,0,A,100,83300,G,
11.69842,,Cancel,7047813,,,-1000,,,
11.69842,,Cancel,7047814,,,-1000,,,
11.69842,,Insert,7047815,1,A,1000,83800,G,
11.69842,,Insert,7047816,1,B,1000,82700,G,
11.700609,,Insert,42417743,0,B,300,82500,G,
11.734063,,Cancel,42417671,,,-100,,,
11.745134,,Insert,42419331,0,B,800,83100,G,
11.748076,,Insert,42419419,0,B,300,82500,G,
11.797904,,Cancel,42419331,,,-800,,,
11.798331,,Insert,42420291,0,A,100,83300,G,
11.825021,,Cancel,42420291,,,-100,,,
11.826036,,Insert,42421035,0,A,100,83300,G,
11.830254,,Cancel,42421035,,,-100,,,
11.839701,,Insert,42421343,0,B,800,83100,G,
11.847994,,Cancel,42417355,,,-400,,,
11.847994,,Insert,42421495,0,B,400,83000,G,
11.852396,,Cancel,42417343,,,-100,,,
11.852405,,Cancel,42417331,,,-100,,,
11.855118,,Insert,42421671,0,B,800,83200,G,
11.855419,,Cancel,42409923,,,-100,,,
11.85545,,Insert,42421715,0,A,100,84300,G,
11.855476,,Insert,42421723,0,A,100,84300,G,
11.85549,,Insert,42421727,0,B,100,83300,G,
11.855527,,Insert,42421735,0,B,300,83100,G,
11.855539,,Cancel,42413751,,,-300,,,
11.855618,,Cancel,42416731,,,-400,,,
11.868702,,Insert,42422223,0,A,800,83400,G,
11.868805,,Cancel,42421727,,,-100,,,
11.876878,,Insert,42422487,0,A,100,84900,G,
11.877085,,Cancel,42421671,,,-800,,,
11.877199,,Cancel,42422487,,,-100,,,
11.877203,,Insert,42422511,0,A,100,84800,G,
11.883903,,Insert,42422603,0,A,800,83400,G,
11.913829,,Insert,42423471,0,B,800,83200,G,
11.914146,,Cancel,42422511,,,-100,,,
11.928991,,Cancel,42422603,,,-800,,,
11.956803,,Insert,42424443,0,A,100,84900,G,
11.968567,,Insert,42424715,0,A,400,83500,G,
11.972891,,Cancel,42424443,,,-100,,,
11.972897,,Insert,42424847,0,A,100,84800,G,
11.972978,,Cancel,42423471,,,-800,,,
11.998858,,Cancel,7047815,,,-1000,,,
11.998858,,Cancel,7047816,,,-1000,,,
11.998858,,Insert,7047817,1,A,1000,83800,G,
11.998858,,Insert,7047818,1,B,1000,82800,G,
12.006226,,Insert,42425603,0,A,800,83400,G,
12.12332,,Insert,42428587,0,B,800,83200,G,
12.12364,,Cancel,42425603,,,-800,,,
12.12364,,Cancel,42424847,,,-100,,,
12.123668,,Insert,42428687,0,B,100,83200,G,
12.123945,,Cancel,42419419,,,-300,,,
12.125019,,Cancel,42428687,,,-100,,,
12.136416,,Cancel,42417327,,,-100,,,
12.136421,,Insert,42429679,0,B,100,81800,G,
12.151058,,Insert,42430283,0,A,100,84800,G,
12.151058,,Cancel,42428587,,,-800,,,
12.16199,,Insert,42430639,0,A,800,83400,G,
12.165153,,Insert,42430755,0,B,300,82500,G,
12.174801,,Insert,42431431,0,B,800,83200,G,
12.174993,,Insert,42431455,0,B,100,83300,G,
12.17516,,Cancel,42430639,,,-800,,,
12.175305,,Cancel,42422223,,,-800,,,
